likes	coms	favs	size
157	69	58	4528
89	75	48	6417
277	258	56	4835
92	75	11	6063
176	126	31	4554
191	102	95	7119
139	245	38	8012
290	370	113	6377
162	165	40	7115
384	324	139	7586
140	36	190	8012
202	180	33	10309
713	415	168	12418
97	98	96	43228
98	149	32	5768
92	87	22	7235
199	124	55	12459
101	8	101	6320
125	139	139	7043
221	78	140	7727
51	27	21	5859
93	86	155	6899
63	15	71	10832
118	14	75	6055
107	30	72	7857
143	110	50	6288
192	141	75	4421
306	248	81	9724
469	363	102	11204
136	69	43	5416
55	53	24	5252
137	110	54	8675
193	153	123	7469
92	221	143	6589
114	141	19	5996
35	26	33	7871
89	15	100	7166
247	227	140	7993
95	122	38	4845
104	25	47	4983
96	31	67	4944
71	205	12	5366
151	13	178	6592
97	111	48	7466
25	28	6	646
288	314	107	17885
40	40	10	5884
77	37	92	5615
129	41	86	7941
209	217	39	4610
31	6	10	766
239	69	169	6529
168	124	131	6633
276	347	30	8887
148	121	59	5617
68	44	12	5700
94	31	63	6445
138	41	21	5900
95	17	19	7606
230	107	36	9115
154	95	17	7482
172	170	57	10242
67	77	13	13113
59	65	13	12853
370	403	76	12825
41	12	24	4729
310	412	96	4401
290	123	111	5744
128	291	15	4426
43	21	35	5945
181	61	74	6092
291	431	172	6138
63	8	18	4630
147	47	96	6508
145	207	63	4972
182	98	32	4785
186	126	76	5105
96	54	109	10067
55	66	11	5382
115	34	48	10542
47	65	10	4317
111	39	86	7276
73	74	14	12652
76	24	90	5674
61	77	39	6681
148	39	196	22119
168	68	33	5088
37	13	21	5173
95	99	41	12365
185	152	106	11230
151	181	135	8706
100	60	60	10259
84	31	35	7033
129	181	37	11581
38	17	6	5173
53	42	31	4575
75	174	42	5545
104	88	54	6710
79	138	27	9207
33	34	6	5081
236	406	45	7167
104	54	63	6730
50	40	12	4276
168	130	19	5553
77	28	10	3955
78	357	34	4788
72	68	10	6765
0	52	6	2149
33	77	9	8772
63	54	17	5577
133	50	35	10121
113	61	30	5218
46	71	55	6320
117	62	42	7020
67	30	14	4698
75	24	39	7335
91	42	6	5506
78	20	60	10374
85	110	9	9805
123	82	29	11123
352	58	125	22701
408	82	112	20124
150	129	13	5007
209	89	118	9883
54	65	7	5378
219	212	53	11056
61	144	10	5333
168	70	35	5161
377	116	176	37447
136	104	29	6365
35	15	4	5768
130	128	59	15190
81	59	21	4589
69	38	8	7703
96	162	32	5342
258	424	62	4557
59	32	11	4634
184	48	49	4232
90	200	6	5867
193	283	33	5234
76	59	16	6177
79	32	10	4555
46	51	10	5140
27	36	1	6676
186	166	23	5243
77	122	8	5684
141	125	14	6742
48	54	6	5193
71	58	7	2496
245	222	26	1995
69	144	16	6518
275	153	42	6225
55	82	4	3640
72	22	26	9293
143	149	40	11564
97	156	26	10962
108	33	18	12080
41	16	12	8114
46	15	8	6224
95	38	25	8008
40	32	41	9797
102	40	50	6408
199	267	49	6328
164	134	134	9035
80	34	100	7148
51	30	32	8147
150	45	93	5440
131	28	52	7576
85	79	21	5249
37	45	1	5456
67	241	7	6565
128	76	49	28552
147	29	183	11191
86	19	25	9354
217	119	46	7694
97	108	8	7933
79	31	29	11350
50	29	23	5830
231	45	70	14025
87	59	27	14876
141	25	33	11940
139	55	88	10967
52	96	7	5535
51	154	32	10473
146	285	35	4968
108	116	12	7699
88	183	53	6481
76	84	25	6395
84	29	27	9047
177	151	77	6457
57	20	16	6077
87	435	14	8802
104	34	25	6337
90	216	21	5529
182	84	41	10663
63	28	10	4115
91	30	38	9393
111	105	11	9945
91	124	24	15264
65	39	14	6182
71	51	10	5741
254	149	67	13220
68	130	29	5530
70	161	1	2611
49	27	1	693
107	52	14	5225
186	162	26	6889
75	58	10	5934
140	72	12	7927
164	130	112	2980
25	33	1	6227
23	20	1	6136
118	125	60	5542
160	261	22	14144
64	249	31	9993
87	134	14	16123
142	51	10	7002
120	187	17	13870
243	247	43	11856
68	15	60	12073
162	140	27	9654
103	60	46	6702
105	149	1	7825
392	166	31	11828
180	93	1	631
204	49	46	8185
81	83	13	6970
276	48	39	8667
56	128	1	6686
172	32	62	9390
47	19	19	6344
188	71	48	13290
84	40	20	7213
35	28	1	6346
60	136	5	6426
438	56	104	15400
103	191	15	8447
133	65	33	10281
109	45	32	6503
127	76	52	5435
130	52	31	6430
78	14	55	6631
51	39	40	4968
122	169	44	9643
66	118	39	8601
68	270	13	6335
75	62	7	6830
53	34	24	10550
90	28	19	6963
73	6	62	12204
53	19	30	5860
44	52	1	7333
96	128	46	6808
45	33	32	8099
123	125	61	7460
208	265	25	8073
72	27	17	6806
217	87	57	13083
72	54	13	8681
111	56	13	6343
78	81	20	8222
60	30	11	6324
83	85	9	10132
297	151	44	13255
143	14	41	6133
84	69	26	8738
40	40	6	6199
54	26	32	7050
61	156	7	4730
53	146	21	5069
273	87	79	6433
25	21	13	3217
55	18	10	7139
116	40	48	8462
127	39	1	7560
61	104	8	6093
49	78	4	5937
39	111	8	6650
62	55	1	14162
45	76	5	8162
51	55	9	6754
108	33	22	8822
69	40	1	4565
20	42	14	9230
98	91	9	13416
57	104	5	11097
93	128	13	18501
21	14	1	24364
83	30	46	15071
94	116	9	10165
60	173	8	12312
26	26	1	10038
52	11	9	7307
26	35	1	8562
112	216	22	11999
73	40	18	16039
55	80	20	8766
83	65	13	10122
68	126	37	5427
104	105	64	10531
150	88	69	6305
431	349	234	6830
180	7	382	6497
113	30	82	4783
154	31	41	2315
173	84	141	8560
321	157	112	6082
85	13	62	4692
83	10	62	4688
52	80	28	1617
113	55	180	6636
200	70	140	5635
628	253	170	6344
51	27	27	4511
147	210	30	3685
638	183	216	1713
301	319	108	2525
52	7	69	2170
77	42	142	4577
313	44	114	4101
138	92	34	6272
115	28	50	3077
71	154	33	5146
370	93	160	6495
344	203	103	4008
95	52	77	7395
186	412	102	5303
68	35	18	2004
145	254	36	1631
265	525	120	4559
68	42	46	1697
105	53	82	9538
130	100	29	1144
172	17	174	9036
263	404	78	7661
427	64	145	4997
188	114	71	6020
78	85	19	5058
179	116	107	5947
0	283	13	6975
305	102	142	5848
86	420	38	6330
124	34	54	4446
71	90	80	10401
76	42	103	5769
97	55	75	4008
150	284	61	2941
166	61	53	2263
99	55	185	4719
185	160	161	8882
96	31	23	4644
432	150	117	6078
192	86	36	4371
116	63	23	9031
61	10	2	345
156	276	39	5904
108	20	73	6538
67	91	32	901
80	17	43	4936
157	92	33	4400
429	517	114	3479
164	102	88	7923
26	16	17	3619
74	27	8	1901
72	60	13	3807
117	86	24	2658
59	66	22	5554
312	43	51	204
93	59	32	5261
66	65	29	5222
180	55	97	7411
215	133	133	5440
73	49	30	5001
92	200	60	5638
115	205	43	2841
349	392	267	6453
103	50	54	310
155	67	126	5475
52	47	22	2989
167	39	118	5787
273	165	56	4522
185	112	41	6064
216	131	170	7764
96	97	33	5620
66	44	32	5057
276	48	218	4933
147	49	73	5993
140	19	95	5425
91	52	21	4629
146	90	84	8954
227	147	63	3754
51	35	29	5211
237	157	28	5290
149	32	72	4538
134	176	51	11064
653	144	147	6039
85	109	33	6724
89	282	35	5599
125	166	17	2636
161	89	45	8160
327	216	36	1948
96	46	48	6281
334	94	130	5898
295	162	160	6981
327	279	52	9028
186	254	25	6652
726	72	281	6219
437	158	64	3234
104	174	21	4257
53	240	24	6346
161	202	37	7034
236	163	138	1168
28	16	8	4796
85	73	102	6412
55	40	11	4730
173	47	82	5657
319	263	21	1777
135	84	29	5279
96	21	4	271
93	32	124	5859
202	40	4	204
154	85	83	5547
96	137	44	7458
163	122	137	6246
250	165	92	13578
59	26	21	3974
450	197	121	6037
202	112	23	5145
92	102	264	6874
42	16	38	4844
150	92	82	6937
383	136	95	4988
60	31	70	4887
318	130	120	4381
119	149	47	5308
183	147	33	5549
124	34	61	9722
185	41	47	6159
38	17	8	607
70	87	10	4720
36	13	27	4417
54	48	14	4346
200	257	29	4889
240	170	71	6449
117	87	22	4057
71	139	69	6186
122	432	14	4863
119	213	45	5017
30	7	6	258
190	231	39	6963
490	228	134	4908
144	55	85	6205
145	113	171	6223
97	49	59	5286
87	25	83	4670
73	32	12	5584
170	228	19	5901
100	52	118	6475
25	18	9	4770
319	67	10	204
132	97	194	7935
97	50	62	6071
227	35	76	5011
149	61	46	8573
90	81	44	7286
56	60	72	6528
104	42	57	7820
208	129	163	8946
106	234	16	6169
210	118	105	6275
125	188	28	4700
416	102	165	4645
214	191	92	7026
122	81	84	6012
61	76	15	5855
12	65	2	639
89	79	14	4573
66	50	43	7059
154	271	60	8773
381	141	72	10556
99	276	78	8655
89	112	12	4097
166	94	31	5940
142	221	44	6675
246	59	180	7697
149	95	46	5561
88	193	63	6752
167	438	19	5993
52	63	4	4259
474	649	90	8887
138	111	47	5010
157	207	95	13397
42	27	5	9032
33	32	5	6337
90	74	35	5706
116	77	57	6097
140	126	63	10120
161	97	23	8394
364	232	199	10681
138	57	64	10201
213	224	181	16795
147	75	24	11205
46	12	21	8248
93	66	40	13263
178	158	37	12935
55	62	9	7363
343	148	143	9337
71	24	60	6511
150	33	1	500
75	37	3	483
223	227	69	7767
310	56	116	11537
81	60	11	8171
30	38	2	5230
84	40	8	10659
136	70	19	10626
168	82	58	23128
23	67	2	4681
119	51	14	4432
0	1	0	1197
2	1	0	1219
50	28	1	3809
58	13	59	6534
24	220	23	11914
137	58	141	7022
28	3	24	31097
108	121	54	8895
39	23	20	6790
132	299	128	13063
39	23	41	9948
124	587	170	2517
147	331	35	1984
61	39	2	1344
71	81	29	839
81	14	14	2873
241	283	44	1783
56	38	14	1077
117	421	31	2327
149	166	35	988
72	33	10	936
35	30	6	1209
150	122	58	1344
289	332	222	1745
81	178	11	1672
379	56	38	820
54	71	8	3108
39	123	10	611
82	91	40	7480
134	82	19	868
78	28	86	5999
26	74	10	1274
26	127	32	6858
105	51	173	3082
64	100	28	5754
94	18	90	17181
64	29	48	8818
164	283	226	5839
49	56	9	1927
64	57	8	518
106	251	11	1192
200	140	30	644
190	101	57	2185
59	609	4	1839
22	51	20	1995
17	143	52	14121
136	147	75	6841
548	189	714	17796
57	8	79	41089
179	412	141	6509
96	159	44	1863
222	163	64	766
176	22	8	830
167	276	60	11179
82	93	37	972
72	125	96	6118
16	10	4	1704
283	708	450	27854
78	48	30	347
97	116	27	3032
76	344	50	5426
71	100	32	8964
27	17	4	614
167	256	17	2228
52	102	8	1102
117	301	29	2049
70	59	7	791
146	267	45	4706
68	52	98	5476
172	43	22	164
195	153	117	2843
265	216	160	5052
0	93	32	1322
75	212	15	3882
26	7	8	18367
280	292	161	23649
52	53	44	8057
272	456	87	6792
205	104	173	13266
34	199	16	667
39	41	9	1334
103	62	37	2234
111	29	275	5726
116	181	35	537
117	184	32	4264
103	145	23	2680
364	308	194	43602
91	119	29	4211
68	274	12	2366
47	10	5	1541
100	260	40	2201
65	132	8	3005
76	70	41	3777
86	189	6	442
215	386	502	13315
45	33	11	2835
88	47	101	5640
240	287	70	19417
49	219	103	1059
133	135	113	7811
110	65	68	11089
44	48	11	1390
222	395	26	842
105	133	19	5954
176	672	35	1368
110	25	27	13380
304	85	196	8263
30	163	13	1618
98	93	16	3468
165	97	65	2000
85	58	16	2399
86	26	31	5063
65	257	41	1418
138	244	74	6897
161	73	132	4584
308	194	53	10758
196	484	47	1666
156	62	107	7326
100	78	7	2043
29	98	3	1693
165	51	28	4970
47	158	8	1072
75	165	15	845
51	85	19	21357
103	189	52	10937
116	90	32	2559
140	103	37	6600
254	154	78	10272
185	129	23	11804
30	12	3	265
38	38	6	2049
391	548	730	9913
371	463	211	10481
81	149	46	13517
82	95	10	1096
60	83	16	7953
193	463	103	8397
99	16	30	1068
89	24	14	7702
63	28	11	1368
121	69	140	5556
77	93	23	2505
72	24	37	13399
71	76	20	11437
12	56	2	76
39	9	10	29030
178	98	48	16257
119	91	8	1150
318	246	21	1821
32	57	12	1767
118	64	42	3925
44	19	18	1430
71	18	47	8333
112	99	44	1854
46	29	11	1873
88	29	7	66
75	35	69	29911
275	169	52	14712
194	105	143	10378
36	360	3	1231
36	52	31	968
40	29	5	116
14	57	4	1970
123	164	79	4407
108	217	33	10110
131	281	55	1268
44	144	30	2304
366	142	15	1035
79	97	7	763
171	69	152	22405
155	144	6	1846
135	205	235	7993
110	116	9	3131
131	59	11	939
178	163	289	812
70	35	29	35933
107	86	123	47669
54	79	39	6053
101	62	30	6272
208	214	41	2378
167	552	22	714
38	20	18	845
103	96	7	2460
31	29	5	926
51	150	9	592
71	189	3	2323
201	309	81	1790
35	75	3	1276
160	163	46	12991
67	90	16	3780
240	1551	76	5817
384	108	89	11012
21	62	6	1820
274	147	128	10864
217	307	81	4429
59	26	17	681
74	50	34	6465
36	12	6	9490
53	43	6	1340
97	47	14	4603
30	15	4	539
119	286	16	1136
197	174	53	6878
72	251	50	8082
52	165	9	1211
112	232	10	12663
37	19	7	5415
62	166	6	1952
125	166	18	7297
79	130	15	15463
58	179	7	769
49	11	6	834
29	38	3	776
0	33	0	264
187	409	18	2113
90	22	3	1058
74	202	7	1175
63	20	3	1319
37	52	4	400
141	119	7	3503
50	33	1	623
82	205	6	674
24	5	4	1120
62	70	0	1812
67	105	23	19493
59	147	2	1494
29	65	4	2331
136	74	16	1375
266	161	76	13774
54	325	26	2042
13	9	0	3730
158	181	17	5347
119	89	28	4763
102	348	23	1336
212	238	33	15621
32	11	28	29165
90	106	1	3043
66	133	6	2950
19	54	1	2722
144	330	21	9862
105	127	25	7411
77	31	49	3662
182	233	28	1641
275	333	59	5398
48	29	1	2561
106	95	23	15764
51	74	6	5694
90	39	23	6984
99	386	22	7879
81	76	6	1299
81	539	6	1885
100	77	61	6185
63	46	1	2286
106	105	8	8709
364	275	152	15996
112	223	11	985
29	11	9	5645
123	58	15	7056
199	65	48	8009
63	12	17	17295
56	35	1	1494
26	54	1	2489
68	37	19	3220
17	48	3	745
78	38	98	22250
271	46	40	2246
79	83	1	1247
86	31	54	8415
137	161	74	17260
62	53	13	8078
65	354	6	1536
76	114	10	4961
100	74	10	6499
120	245	6	771
34	84	0	1938
109	550	14	1351
86	431	11	5596
83	234	22	1371
95	84	15	5002
43	40	8	6739
132	120	136	4197
64	26	1	2296
0	40	0	1591
79	39	24	17978
136	395	33	9437
50	106	1	3014
166	100	37	2356
376	93	212	13858
53	73	1	15400
48	61	1	4895
66	33	5	7973
0	0	0	834
114	62	43	9454
0	44	1	793
60	138	5	865
80	35	3	7720
112	593	15	1923
65	260	22	5703
95	260	1	754
75	30	7	3955
209	87	136	26303
122	236	20	2013
108	70	19	9574
84	367	3	695
72	10	24	6274
83	54	21	11632
68	280	16	661
13	7	0	1005
80	92	5	3990
122	205	1	744
77	218	0	5310
58	148	0	660
69	173	5	1971
105	540	7	1133
27	24	2	11840
35	87	16	1010
78	243	14	29808
39	55	8	11613
125	48	5	1714
36	72	0	1952
80	56	18	3865
52	231	10	9896
114	273	1	1395
53	90	3	6452
95	31	59	25006
30	21	14	4849
54	89	29	27350
100	218	1	10328
84	186	1	832
64	35	23	15131
115	47	1	8765
0	70	11	2593
44	118	2	2708
60	188	2	922
56	57	0	378
35	38	4	5413
96	14	75	5785
43	30	1	5378
26	44	1	3241
182	941	92	8519
122	52	1	798
43	24	2	8179
64	25	1	891
100	90	9	12318
0	38	4	2877
101	72	11	7610
48	21	20	8032
75	71	20	12957
0	6	13	9851
35	35	1	1174
38	4	10	4880
15	71	2	2183
103	66	1	4127
120	54	15	2399
47	6	11	10548
54	84	1	13969
47	62	1	1919
50	64	1	6300
24	85	6	10187
75	41	11	13513
97	60	4	3054
22	30	0	1411
166	47	98	36179
100	63	1	911
36	65	9	13509
34	62	10	9566
0	56	1	2236
68	158	26	1491
38	5	7	7225
22	13	1	1119
39	18	1	3069
80	59	7	6014
71	273	18	4024
54	15	17	5520
68	123	1	1127
19	17	1	12946
165	141	17	3418
29	15	6	6003
44	47	22	4069
31	3	8	17926
46	37	8	7866
51	11	22	20179
27	4	9	14591
31	6	12	9073
22	2	1	1669
43	46	5	9174
39	68	1	23231
28	80	20	16059
27	76	3	6738
37	34	0	5608
15	7	1	1076
40	225	10	1543
54	335	22	6694
38	4	11	12361
20	11	0	403
33	111	1	1674
91	46	125	28357
78	18	3	2601
26	15	0	645
36	140	8	6526
0	0	0	1094
26	16	1	7263
29	10	8	6095
11	2	0	833
20	19	0	2553
51	76	13	15726
39	52	3	12353
31	23	0	5535
57	63	51	16359
18	12	1	804
38	153	5	5314
30	14	1	11089
34	23	1	5178
19	4	0	551
68	78	25	7979
34	18	1	9806
21	25	0	1511
13	0	0	675
12	0	0	593
0	0	0	593
40	37	7	12413
12	2	0	593
50	128	0	1554
40	7	0	589
47	77	9	5182
65	25	10	6006
28	48	4	3966
28	29	1	6002
14	211	1	2472
42	73	13	13089
16	6	0	1221
34	15	1	2032
80	94	1	6112
53	47	7	7345
75	83	5	20108
30	6	1	1988
61	63	17	14847
73	121	1	1739
33	81	0	5384
25	82	11	5240
39	10	1	10209
25	19	0	7237
14	0	0	1008
38	78	1	8411
31	3	1	7627
22	2	0	1046
38	17	4	11230
22	32	2	7479
30	24	2	15631
71	204	1	957
30	93	0	1393
46	31	1	5689
34	6	4	11182
26	21	1	1545
28	78	3	6590
26	15	1	9176
40	26	1	16667
10	16	0	1811
33	153	2	3010
19	6	0	8481
18	7	1	3089
70	75	13	7798
11	16	0	1483
29	23	0	2153
21	11	1	11542
24	9	1	2851
31	5	8	14759
29	12	1	8512
27	80	3	6414
40	46	2	11264
30	8	0	11217
14	8	0	1237
39	18	0	1673
23	11	5	12641
32	8	1	7313
64	25	19	8515
13	19	1	2082
61	16	7	20464
75	14	0	2701
37	6	0	4746
32	5	1	9337
13	16	1	2029
30	6	1	4949
34	25	9	19039
39	22	1	8913
53	29	4	17944
27	10	0	3066
17	5	0	1529
15	4	0	1721
48	26	10	15443
106	87	23	8510
36	31	1	21750
12	3	0	576
25	17	0	4940
25	49	0	1655
32	12	1	8592
35	12	7	11265
56	13	4	11286
65	40	1	11165
7	5	1	1371
31	14	0	8207
35	13	6	11993
54	132	21	20582
9	5	0	2895
31	9	1	14410
33	21	2	2004
33	20	0	6719
37	43	8	11967
51	38	2	25588
24	29	0	8505
29	55	1	16366
49	23	6	21119
27	37	0	7207
26	16	0	6787
44	9	9	7314
80	40	19	13281
0	17	2	781
50	69	1	8745
34	5	0	613
43	12	6	7184
38	70	1	6054
37	2	1	5442
81	34	1	6984
28	37	0	10715
25	10	1	6448
38	17	1	16242
48	7	8	9951
26	57	1	13471
30	13	0	10084
43	22	1	8618
62	28	1	10473
53	57	101	16088
27	218	1	2443
44	38	7	9943
33	12	2	7588
35	23	1	8889
32	16	1	14709
38	26	3	13672
22	0	0	5532
41	40	4	15525
18	9	1	9043
48	30	6	21906
27	6	6	9832
12	11	0	19823
18	0	1	6167
0	0	60	12008
46	2	1	3187
23	9	1	4174
18	29	1	5831
30	33	1	4390
53	50	7	3697
17	7	0	3395
21	65	14	5235
13	11	0	5832
29	9	20	20432
25	20	1	2267
29	12	1	13034
20	21	1	9390
39	19	7	5925
23	4	0	988
30	21	8	11242
70	37	21	17760
61	35	46	8884
40	45	1	1993
18	5	1	10163
26	9	1	8713
19	2	8	8817
13	10	1	803
58	27	52	31351
12	5	0	1567
11	4	0	6571
11	0	1	11967
15	6	1	8926
57	34	3	5698
24	2	9	22626
16	23	0	4555
19	6	1	10895
24	11	2	4975
30	116	6	13978
1	0	0	1530
0	0	0	1221
16	8	7	12303
0	1	0	1072
0	2	0	1172
0	0	0	2337
11	12	1	8478
43	3	3	11518
10	5	0	4978
14	13	0	22542
0	0	0	2393
2	0	0	1318
0	0	0	1624
1	0	0	2162
8	7	0	9176
11	19	1	8354
10	19	0	10474
14	68	5	12024
3	0	0	4255
12	6	0	2148
12	2	1	2367
10	19	0	7615
1	0	0	1595
18	31	17	12114
11	4	0	8384
9	0	0	1311
11	8	2	10724
